month_number,years,year_number,month_in_year,monthly_rent,cumulative_rent,cumulative_buying_costs,monthly_payment,monthly_interest,cumulative_principal_remaining,cumulative_equity,cumulative_payment,cumulative_interest,house_value,cumulative_appreciation,cumulative_depreceation,house_value_yearly,monthly_utilities,cumulative_utilities,monthly_property_tax,cumulative_property_tax,monthly_maintenance,cumulative_maintenance,cumulative_selling_costs,cumulative_rent_cost,cumulative_home_cost
151,12.583333333333334,13,7,1924.4653102573297,257429.86356938875,8000,738.9715764168783,290.38982419754933,86668.36550704547,63331.63449295453,111584.70803894862,58253.07354599376,192446.53102573298,42446.531025732984,-42446.531025732984,194040.9945680695,384.89306205146596,51485.972713877745,404.2520720168114,54131.007714204476,513.1907494019546,68647.96361850367,13471.25717180131,257429.86356938875,211542.74373864796
152,12.666666666666666,13,8,1927.6437211799446,259357.5072905687,8000,738.9715764168783,288.89455169015156,86218.28848231875,63781.71151768125,112323.6796153655,58541.96809768391,192764.37211799447,42764.37211799447,-42764.37211799447,194040.9945680695,385.52874423598894,51871.50145811374,404.2520720168114,54535.259786221286,514.0383256479853,69162.00194415165,13493.506048259615,259357.5072905687,212839.86521643572
153,12.75,13,9,1930.8273815066093,261288.3346720753,8000,738.9715764168783,287.3942949410625,85766.71120084292,64233.288799157075,113062.65119178238,58829.36239262497,193082.73815066094,43082.73815066094,-43082.73815066094,194040.9945680695,386.16547630132186,52257.66693441506,404.2520720168114,54939.5118582381,514.8873017350958,69676.88924588675,13515.791670546267,261288.3346720753,214136.4839510502
154,12.833333333333334,13,10,1934.0162999071413,263222.35097198247,8000,738.9715764168783,285.8890373361431,85313.6286617622,64686.371338237805,113801.62276819926,59115.251429961114,193401.6299907141,43401.62999071411,-43401.62999071411,194040.9945680695,386.80325998142825,52644.47019439649,404.2520720168114,55343.763930254914,515.7376799752376,70192.62692586199,13538.114099349987,263222.35097198247,215432.59658911038
155,12.916666666666666,13,11,1937.2104850656765,265159.5614570481,8000,738.9715764168783,284.378762205874,84859.03584755119,65140.96415244881,114540.59434461614,59399.630192166995,193721.04850656766,43721.04850656766,-43721.04850656766,194040.9945680695,387.4420970131353,53031.91229140962,404.2520720168114,55748.016002271725,516.5894626841804,70709.21638854616,13560.473395459736,265159.5614570481,216728.19976328657
156,13,13,12,1940.4099456806948,267099.9714027288,8000,738.9715764168783,282.86345282517067,84402.92772395948,65597.07227604052,115279.56592103302,59682.49364499216,194040.9945680695,44040.994568069495,-44040.994568069495,194040.9945680695,388.081989136139,53419.99428054576,404.2520720168114,56152.268074288535,517.4426521815186,71226.65904072768,13582.869619764864,267099.9714027288,218023.2900922495
157,13.083333333333334,14,1,1943.614690465041,269043.58609319385,8000,738.9715764168783,281.3430924131983,83945.2992399558,66054.7007600442,116018.5374974499,59963.83673740536,194361.4690465041,44361.46904650409,-44361.46904650409,197921.81445943087,388.72293809300817,53808.71721863877,412.3371134571476,56564.60518774568,518.2972507906776,71744.95629151836,13605.302833255288,269043.58609319385,219325.94922205937
158,13.166666666666666,14,2,1946.8247281459503,270990.4108213398,8000,738.9715764168783,279.81766413318604,83486.1453276721,66513.8546723279,116757.50907386676,60243.654401538544,194682.47281459504,44682.472814595036,-44682.472814595036,197921.81445943087,389.36494562919006,54198.08216426796,412.3371134571476,56976.94230120283,519.1532608389201,72264.10955235729,13627.773097021653,270990.4108213398,220628.08870179323
159,13.25,14,3,1950.0400674650723,272940.45088880486,8000,738.9715764168783,278.2871510922404,83025.46090234746,66974.53909765254,117496.48065028364,60521.941552630786,195004.00674650722,45004.00674650722,-45004.00674650722,197921.81445943087,390.00801349301446,54588.090177760976,412.3371134571476,57389.27941465998,520.0106846573526,72784.12023701463,13650.280472255505,272940.45088880486,221929.70510781466
160,13.333333333333334,14,4,1953.2607171784928,274893.7116059834,8000,738.9715764168783,276.7515363411582,82563.24086227173,67436.75913772827,118235.45222670052,60798.693088971944,195326.07171784926,45326.07171784926,-45326.07171784926,197921.81445943087,390.6521434356985,54978.742321196674,412.3371134571476,57801.61652811713,520.8695245809314,73304.98976159557,13672.82502024945,274893.7116059834,223230.79500228152
161,13.416666666666666,14,5,1956.4866860567597,276850.19829204015,8000,738.9715764168783,275.2108028742391,82099.48008872909,67900.51991127091,118974.4238031174,61073.90389184618,195648.66860567598,45648.66860567598,-45648.66860567598,197921.81445943087,391.297337211352,55370.03965840802,412.3371134571476,58213.95364157427,521.7297829484693,73826.71954454403,13695.40680239732,276850.19829204015,224531.35493309385
162,13.5,14,6,1959.7179828849069,278809.91627492505,8000,738.9715764168783,273.664933629097,81634.17344594131,68365.82655405869,119713.39537953428,61347.56882547528,195971.79828849068,45971.79828849068,-45971.79828849068,197921.81445943087,391.94359657698135,55761.983254985,412.3371134571476,58626.29075503142,522.5914621026418,74349.31100664668,13718.02588019435,278809.91627492505,225831.38143384203
163,13.583333333333334,14,7,1962.9546164624762,280772.8708913875,8000,738.9715764168783,272.11391148647107,81167.31578101091,68832.68421898909,120452.36695595116,61619.68273696175,196295.46164624763,46295.461646247626,-46295.461646247626,197921.81445943087,392.59092329249523,56154.5741782775,412.3371134571476,59038.62786848857,523.4545643899937,74872.76557103667,13740.682315237333,280772.8708913875,227130.8710237542
164,13.666666666666666,14,8,1966.1965956035435,282739.06748699106,8000,738.9715764168783,270.5577192700364,80698.90192386406,69301.09807613594,121191.33853236804,61890.24045623179,196619.65956035437,46619.65956035437,-46619.65956035437,197921.81445943087,393.23931912070873,56547.81349739821,412.3371134571476,59450.96498194571,524.3190921609449,75397.08466319762,13763.376169224804,282739.06748699106,228429.82020764373
165,13.75,14,9,1969.4439291367414,284708.5114161278,8000,738.9715764168783,268.99633974621355,80228.9266871934,69771.0733128066,121930.31010878492,62159.236795978,196944.39291367415,46944.39291367415,-46944.39291367415,197921.81445943087,393.8887858273483,56941.70228322556,412.3371134571476,59863.30209540286,525.1850477697977,75922.26971096742,13786.10750395719,284708.5114161278,229728.22547585686
166,13.833333333333334,14,10,1972.696625905284,286681.2080420331,8000,738.9715764168783,267.429755623978,79757.38486640049,70242.61513359951,122669.2816852018,62426.66655160198,197269.6625905284,47269.6625905284,-47269.6625905284,197921.81445943087,394.53932518105677,57336.24160840661,412.3371134571476,60275.63920886001,526.0524335747424,76448.32214454215,13808.876381336988,286681.2080420331,231026.08330421936
167,13.916666666666666,14,11,1975.95469476699,288657.1627368001,8000,738.9715764168783,265.8579495546683,79284.27123953828,70715.72876046172,123408.25326161868,62692.52450115665,197595.469476699,47595.469476699014,-47595.469476699014,197921.81445943087,395.190938953398,57731.43254736001,412.3371134571476,60687.976322317154,526.921251937864,76975.24339648001,13831.682863368933,288657.1627368001,232323.39015398375
168,14,14,12,1979.2181445943086,290636.3808813944,8000,738.9715764168783,264.2809041317943,78809.5805672532,71190.4194327468,124147.22483803556,62956.80540528844,197921.81445943087,47921.81445943087,-47921.81445943087,197921.81445943087,395.8436289188617,58127.27617627887,412.3371134571476,61100.313435774304,527.791505225149,77503.03490170516,13854.527012160159,290636.3808813944,233620.14247177605
169,14.083333333333334,15,1,1982.486984274342,292618.8678656687,8000,738.9715764168783,262.69860189084403,78333.30759272717,71666.69240727283,124886.19641445242,63219.50400717929,198248.6984274342,48248.698427434196,-48248.698427434196,201880.2507486195,396.4973968548684,58523.773573133745,420.58385572629055,61520.897291500594,528.6631958064912,78031.69809751166,13877.408889920394,292618.8678656687,234924.58343181148
170,14.166666666666666,15,2,1985.7612227088694,294604.6290883776,8000,738.9715764168783,261.11102530909056,77855.44704161938,72144.55295838062,125625.1679908693,63480.61503248838,198576.12227088693,48576.12227088693,-48576.12227088693,201880.2507486195,397.1522445417739,58920.92581767552,420.58385572629055,61941.481147226885,529.5363260556985,78561.23442356735,13900.328558962085,294604.6290883776,236228.46270903328
171,14.25,15,3,1989.0408688143734,296593.669957192,8000,738.9715764168783,259.51815680539795,77375.9936220079,72624.0063779921,126364.13956728618,63740.133189293774,198904.08688143734,48904.08688143734,-48904.08688143734,201880.2507486195,397.8081737628747,59318.73399143839,420.58385572629055,62362.065002953175,530.4108983504996,79091.64532191785,13923.286081700613,296593.669957192,237531.77670586645
172,14.333333333333334,15,4,1992.3259315220623,298585.99588871404,8000,738.9715764168783,257.91997874002635,76894.94202433105,73105.05797566895,127103.11114370306,63998.0531680338,199232.59315220625,49232.593152206246,-49232.593152206246,201880.2507486195,398.4651863044125,59717.199177742805,420.58385572629055,62782.648858679466,531.28691507255,79622.93223699041,13946.281520654438,298585.99588871404,238834.52180989465
173,14.416666666666666,15,5,1995.616419777895,300581.6123084919,8000,738.9715764168783,256.3164734144368,76412.2869213286,73587.7130786714,127842.08272011994,64254.36964144824,199561.6419777895,49561.64197778949,-49561.64197778949,201880.2507486195,399.123283955579,60116.322461698386,420.58385572629055,63203.232714405756,532.1643786074387,80155.09661559784,13969.314938445263,300581.6123084919,240136.69439380598
174,14.5,15,6,1998.912342542605,302580.5246510345,8000,738.9715764168783,254.70762307109536,75928.02296798282,74071.97703201718,128581.05429653682,64509.077264519336,199891.2342542605,49891.23425426049,-49891.23425426049,201880.2507486195,399.782468508521,60516.10493020691,420.58385572629055,63623.81657013205,533.0432913446947,80688.13990694254,13992.386397798233,302580.5246510345,241438.29081533855
175,14.583333333333334,15,7,2002.2137087917258,304582.73835982627,8000,738.9715764168783,253.0934098932761,75442.14480145922,74557.85519854078,129320.0258729537,64762.17067441261,200221.37087917258,50221.37087917258,-50221.37087917258,201880.2507486195,400.44274175834516,60916.54767196525,420.58385572629055,64044.40042585834,533.9236556777936,81222.06356262033,14015.495961542081,304582.73835982627,242739.30741722602
176,14.666666666666666,15,8,2005.5205275156145,306588.2588873419,8000,738.9715764168783,251.47381600486406,74954.6470410472,75045.3529589528,130058.99744937058,65013.64449041747,200552.05275156145,50552.05275156145,-50552.05275156145,201880.2507486195,401.1041055031229,61317.651777468374,420.58385572629055,64464.98428158463,534.8054740041639,81756.8690366245,14038.643692609303,306588.2588873419,244039.74052714283
177,14.75,15,9,2008.8328077194765,308597.09169506136,8000,738.9715764168783,249.84882347015733,74465.52428810047,75534.47571189953,130797.96902578746,65263.49331388763,200883.28077194764,50883.28077194764,-50883.28077194764,201880.2507486195,401.76656154389525,61719.41833901227,420.58385572629055,64885.56813731092,535.6887487251937,82292.5577853497,14061.829654036334,308597.09169506136,245339.5864576492
178,14.833333333333334,15,10,2012.1505584233898,310609.2422534847,8000,738.9715764168783,248.21841429366825,73974.77112597726,76025.22887402274,131536.94060220433,65511.7117281813,201215.05584233897,51215.055842338974,-51215.055842338974,201880.2507486195,402.43011168467797,62121.84845069695,420.58385572629055,65306.15199303721,536.5734822462373,82829.13126759593,14085.053908963728,310609.2422534847,246638.84150613612
179,14.916666666666666,15,11,2015.4737886623298,312624.7160421471,8000,738.9715764168783,246.58257041992422,73482.3821199803,76517.6178800197,132275.91217862122,65758.29429860122,201547.378866233,51547.37886623299,-51547.37886623299,201880.2507486195,403.09475773246595,62524.94320842941,420.58385572629055,65726.7358487635,537.4596769766213,83366.59094457256,14108.31652063631,312624.7160421471,247937.50195477
180,15,15,12,2018.8025074861948,314643.51854963327,8000,738.9715764168783,244.9412737332677,72988.35181729669,77011.64818270331,133014.88375503808,66003.2355723345,201880.2507486195,51880.250748619495,-51880.250748619495,201880.2507486195,403.760501497239,62928.70370992665,420.58385572629055,66147.3197044898,538.347335329652,83904.9382799022,14131.617552403366,314643.51854963327,249235.564070437
181,15.083333333333334,16,1,2022.1367239598285,316665.6552735931,8000,738.9715764168783,243.29450605765564,72492.67474693747,77507.32525306253,133753.85533145498,66246.53007839214,202213.67239598287,52213.67239598287,-52213.67239598287,205917.85576359188,404.4273447919657,63333.131054718615,428.9955328408164,66576.31523733061,539.2364597226209,84444.17473962482,14154.957067718802,316665.6552735931,250541.4357818021
182,15.166666666666666,16,2,2025.476447163047,318691.1317207561,8000,738.9715764168783,241.64224915645823,71995.34541967705,78004.65458032295,134492.82690787184,66488.1723275486,202547.6447163047,52547.6447163047,-52547.6447163047,205917.85576359188,405.0952894326094,63738.226344151226,428.9955328408164,67005.31077017142,540.1270525768125,84984.30179220163,14178.335130141328,318691.1317207561,251846.70164790947
183,15.25,16,3,2028.821686190661,320719.9534069468,8000,738.9715764168783,239.98448473225685,71496.35832799242,78503.64167200758,135231.79848428874,66728.15681228087,202882.1686190661,52882.1686190661,-52882.1686190661,205917.85576359188,405.7643372381322,64143.99068138936,428.9955328408164,67434.30630301224,541.0191163175095,85525.32090851915,14201.751803334628,320719.9534069468,253151.35788947015
184,15.333333333333334,16,4,2032.1724501525036,322752.1258570993,8000,738.9715764168783,238.32119442664143,70995.70794600218,79004.29205399782,135970.7700607056,66966.4780067075,203217.24501525037,53217.24501525037,-53217.24501525037,205917.85576359188,406.43449003050074,64550.42517141986,428.9955328408164,67863.30183585305,541.912653374001,86067.23356189314,14225.207151067527,322752.1258570993,254455.40071169072
185,15.416666666666666,16,5,2035.5287481734526,324787.65460527275,8000,738.9715764168783,236.65235982000726,70493.3887294053,79506.6112705947,136709.7416371225,67203.1303665275,203552.87481734526,53552.87481734526,-53552.87481734526,205917.85576359188,407.10574963469054,64957.53092105455,428.9955328408164,68292.29736869388,542.8076661795874,86610.04122807273,14248.701237214169,324787.65460527275,255758.82630421757
186,15.5,16,6,2038.8905893934573,326826.5451946662,8000,738.9715764168783,234.97796243135102,69989.39511541977,80010.60488458023,137448.71321353936,67438.10832895886,203889.05893934573,53889.058939345734,-53889.058939345734,205917.85576359188,407.77811787869143,65365.30903893324,428.9955328408164,68721.29290153469,543.7041571715886,87153.74538524433,14272.234125754203,326826.5451946662,257061.63084107958
187,15.583333333333334,16,7,2042.2579829675606,328868.8031776338,8000,738.9715764168783,233.29798371806592,69483.72152272095,80516.27847727905,138187.68478995623,67671.40631267693,204225.79829675605,54225.79829675605,-54225.79829675605,205917.85576359188,408.45159659351214,65773.76063552675,428.9955328408164,69150.2884343755,544.6021287913495,87698.34751403567,14295.805880772923,328868.8031776338,258363.8104806317
188,15.666666666666666,16,8,2045.6309380659266,330914.43411569967,8000,738.9715764168783,231.61240507573652,68976.36235137981,81023.63764862019,138926.65636637312,67903.01871775267,204563.09380659266,54563.09380659266,-54563.09380659266,205917.85576359188,409.1261876131853,66182.88682313994,428.9955328408164,69579.28396721632,545.5015834842471,88243.84909751992,14319.416566461485,330914.43411569967,259665.3613654977
189,15.75,16,9,2049.009463873866,332963.44357957353,8000,738.9715764168783,229.9212078379327,68467.31198280086,81532.68801719914,139665.62794279,68132.9399255906,204900.94638738662,54900.94638738662,-54900.94638738662,205917.85576359188,409.8018927747732,66592.68871591472,428.9955328408164,70008.27950005714,546.4025236996977,88790.25162121962,14343.066247117064,332963.44357957353,260966.27962251252
190,15.833333333333334,16,10,2052.3935695918576,335015.8371491654,8000,738.9715764168783,228.2243732760029,67956.56477965998,82043.43522034002,140404.59951920688,68361.1642988666,205239.35695918574,55239.35695918574,-55239.35695918574,205917.85576359188,410.4787139183715,67003.16742983308,428.9955328408164,70437.27503289796,547.304951891162,89337.55657311078,14366.754987143002,335015.8371491654,262266.56136266567
191,15.916666666666666,16,11,2055.7832644355763,337071.620413601,8000,738.9715764168783,226.52188259886663,67444.11508584197,82555.88491415803,141143.57109562375,68587.68618146547,205578.32644355766,55578.32644355766,-55578.32644355766,205917.85576359188,411.1566528871153,67414.3240827202,428.9955328408164,70866.27056573877,548.2088705161538,89885.76544362694,14390.482851049037,337071.620413601,263566.2026810428
192,16,16,12,2059.178557635919,339130.7989712369,8000,738.9715764168783,224.81371695280657,66929.9572263779,83070.0427736221,141882.54267204064,68812.49989841827,205917.85576359188,55917.855763591884,-55917.855763591884,205917.85576359188,411.8357115271837,67826.15979424739,428.9955328408164,71295.26609857958,549.114282036245,90434.87972566318,14414.249903451433,339130.7989712369,264865.19965676795
193,16.083333333333332,17,1,2062.579458439025,341193.37842967594,8000,738.9715764168783,223.09985742125968,66414.08550738227,83585.91449261773,142621.5142484575,69035.59975583953,206257.9458439025,56257.945843902504,-56257.945843902504,210036.21287886373,412.51589168780504,68238.67568593519,437.57544349763276,71732.84154207722,550.0211889170733,90984.90091458026,14438.056209073176,341193.37842967594,266172.12826360285
194,16.166666666666668,17,2,2065.985976106308,343259.36440578225,8000,738.9715764168783,221.3802850246076,65896.49421599001,84103.50578400999,143360.4858248744,69256.98004086415,206598.5976106308,56598.59761063079,-56598.59761063079,210036.21287886373,413.1971952212616,68651.87288115645,437.57544349763276,72170.41698557485,550.9295936283488,91535.8305082086,14461.901832744155,343259.36440578225,267478.4046379174
195,16.25,17,3,2069.398119914474,345328.7625256967,8000,738.9715764168783,219.65498071996672,65377.17762029309,84622.82237970691,144099.45740129126,69476.63502158411,206939.81199144744,56939.81199144744,-56939.81199144744,210036.21287886373,413.8796239828949,69065.75250513935,437.57544349763276,72607.99242907249,551.8394986438598,92087.67000685245,14485.786839401322,345328.7625256967,268784.0248106023
196,16.333333333333332,17,4,2072.815899155554,347401.5784248523,8000,738.9715764168783,217.923925400977,64856.129969277186,85143.87003072281,144838.42897770816,69694.55894698508,207281.58991555538,57281.58991555538,-57281.58991555538,210036.21287886373,414.56317983111074,69480.31568497045,437.57544349763276,73045.56787257011,552.750906441481,92640.42091329394,14509.711294088876,347401.5784248523,270088.9847963531
197,16.416666666666668,17,5,2076.239323136922,349477.8177479892,8000,738.9715764168783,216.18709989759063,64333.3454927579,85666.6545072421,145577.40055412502,69910.74604688268,207623.9323136922,57623.9323136922,-57623.9323136922,210036.21287886373,415.24786462738444,69895.56354959783,437.57544349763276,73483.14331606776,553.6638195031793,93194.08473279711,14533.675261958453,349477.8177479892,271393.28059361165
198,16.5,17,6,2079.6684011813263,351557.4861491705,8000,738.9715764168783,214.4444849758597,63808.81840131688,86191.18159868312,146316.3721305419,70125.19053185853,207966.84011813265,57966.84011813265,-57966.84011813265,210036.21287886373,415.9336802362653,70311.4972298341,437.57544349763276,73920.71875956538,554.5782403150204,93748.66297311214,14557.678808269287,351557.4861491705,272696.9081845068
199,16.583333333333332,17,7,2083.1031426269114,353640.5892917974,8000,738.9715764168783,212.69606133772294,63282.54288623772,86717.45711376227,147055.34370695878,70337.88659319625,208310.31426269113,58310.31426269113,-58310.31426269113,210036.21287886373,416.6206285253823,70728.11785835949,437.57544349763276,74358.29420306302,555.4941713671764,94304.15714447932,14581.721998388379,353640.5892917974,273999.8635347953
200,16.666666666666668,17,8,2086.5435568272455,355727.13284862466,8000,738.9715764168783,210.9418096207924,62754.51311944164,87245.48688055837,147794.31528337565,70548.82840281705,208654.35568272453,58654.355682724534,-58654.355682724534,210036.21287886373,417.3087113654491,71145.42656972494,437.57544349763276,74795.86964656065,556.4116151539321,94860.56875963324,14605.804897790716,355727.13284862466,275302.14259380207
201,16.75,17,9,2089.9896531513436,357817.12250177603,8000,738.9715764168783,209.18171039813882,62224.7232534229,87775.2767465771,148533.28685979254,70758.01011321519,208998.96531513435,58998.96531513435,-58998.96531513435,210036.21287886373,417.9979306302687,71563.4245003552,437.57544349763276,75233.44509005829,557.3305741736916,95417.89933380694,14629.927572059405,357817.12250177603,276603.7412943607
202,16.833333333333332,17,10,2093.4414409836945,359910.5639427597,8000,738.9715764168783,207.41574417807632,61693.167421184095,88306.8325788159,149272.2584362094,70965.42585739326,209344.14409836946,59344.14409836946,-59344.14409836946,210036.21287886373,418.68828819673894,71982.11278855194,437.57544349763276,75671.02053355591,558.2510509289853,95976.15038473593,14654.090086885863,359910.5639427597,277904.6555527535
203,16.916666666666668,17,11,2096.8989297242883,362007.462872484,8000,738.9715764168783,205.643891403947,61159.83973617116,88840.16026382885,150011.2300126263,71171.0697487972,209689.89297242882,59689.89297242882,-59689.89297242882,210036.21287886373,419.37978594485764,72401.4925744968,437.57544349763276,76108.59597705356,559.1730479264768,96535.32343266241,14678.292508070017,362007.462872484,279204.88126865117
204,17,17,12,2100.362128788637,364107.82500127266,8000,738.9715764168783,203.86613245390387,60624.73429220819,89375.26570779181,150750.20158904316,71374.93588125112,210036.21287886373,60036.212878863735,-60036.212878863735,210036.21287886373,420.07242575772744,72821.56500025453,437.57544349763276,76546.17142055118,560.0965676769699,97095.42000033938,14702.534901520461,364107.82500127266,280504.41432505293
205,17.083333333333332,18,1,2103.831047607806,366211.6560488804,8000,738.9715764168783,202.08244764069397,60087.845163432,89912.15483656799,151489.17316546006,71577.0183288918,210383.10476078058,60383.10476078058,-60383.10476078058,214236.937136441,420.76620952156117,73242.3312097761,446.3269523675854,76992.49837291877,561.0216126954149,97656.44161303478,14726.817333254641,366211.6560488804,281812.0020970955
206,17.166666666666668,18,2,2107.305695628434,368318.9617445089,8000,738.9715764168783,200.29281721144002,59549.16640422656,90450.83359577344,152228.14474187692,71777.31114610325,210730.5695628434,60730.56956284339,-60730.56956284339,214236.937136441,421.46113912568677,73663.79234890177,446.3269523675854,77438.82532528635,561.9481855009158,98218.3897985357,14751.139869399038,368318.9617445089,283118.88892538275
207,17.25,18,3,2110.786082312764,370429.74782682164,8000,738.9715764168783,198.49722134742188,59008.69204915711,90991.3079508429,152967.11631829382,71975.80836745068,211078.6082312764,61078.60823127639,-61078.60823127639,214236.937136441,422.1572164625528,74085.94956536432,446.3269523675854,77885.15227765394,562.876288616737,98781.26608715244,14775.502576189348,370429.74782682164,284425.07064253435
208,17.333333333333332,18,4,2114.272217138665,372544.0200439603,8000,738.9715764168783,196.69564016385704,58466.41611290409,91533.58388709591,153706.08789471068,72172.50400761452,211427.2217138665,61427.221713866486,-61427.221713866486,214236.937136441,422.854443427733,74508.80400879207,446.3269523675854,78331.47923002152,563.8059245703106,99345.07201172275,14799.905519970653,372544.0200439603,285730.54306425503
209,17.416666666666668,18,5,2117.7641095996605,374661.78415355994,8000,738.9715764168783,194.8880537096803,57922.332590196886,92077.6674098031,154445.05947112758,72367.39206132421,211776.41095996604,61776.410959966044,-61776.410959966044,214236.937136441,423.5528219199321,74932.356830712,446.3269523675854,78777.8061823891,564.7370958932428,99909.80910761599,14824.348767197624,374661.78415355994,287035.3019892729
210,17.5,18,6,2121.261769204953,376783.0459227649,8000,738.9715764168783,193.07444196732297,57376.43545574733,92623.56454425267,155184.03104754444,72560.46650329154,212126.1769204953,62126.17692049529,-62126.17692049529,214236.937136441,424.25235384099057,75356.60918455299,446.3269523675854,79224.13313475669,565.6698051213208,100475.47891273731,14848.83238443467,376783.0459227649,288339.34319927794
211,17.583333333333332,18,7,2124.76520547945,378907.8111282444,8000,738.9715764168783,191.2547848524911,56828.71866418294,93171.28133581707,155923.0026239613,72751.72128814402,212476.520547945,62476.520547944994,-62476.520547944994,214236.937136441,424.95304109589,75781.56222564887,446.3269523675854,79670.46008712427,566.60405479452,101042.08296753184,14873.35643835615,378907.8111282444,289642.66245886014
212,17.666666666666668,18,8,2128.2744279637905,381036.08555620816,8000,738.9715764168783,189.42906221394315,56279.176149980005,93720.82385002,156661.9742003782,72941.15035035797,212827.44279637907,62827.442796379066,-62827.442796379066,214236.937136441,425.6548855927581,76207.21711124163,446.3269523675854,80116.78703949187,567.5398474570108,101609.62281498885,14897.920995746534,381036.08555620816,290945.2555154478
213,17.75,18,9,2131.7894462143704,383167.87500242254,8000,738.9715764168783,187.5972538332667,55727.80182739639,94272.19817260362,157400.94577679507,73128.74760419123,213178.94462143703,63178.944621437025,-63178.944621437025,214236.937136441,426.3578892428741,76633.5750004845,446.3269523675854,80563.11399185946,568.4771856571654,102178.10000064601,14922.526123500593,383167.87500242254,292247.1180992448
214,17.833333333333332,18,10,2135.3102698033686,385303.1852722259,8000,738.9715764168783,185.75933942465466,55174.58959040417,94825.41040959583,158139.91735321196,73314.50694361588,213531.02698033687,63531.02698033687,-63531.02698033687,214236.937136441,427.0620539606737,77060.63705444518,446.3269523675854,81009.44094422704,569.416071947565,102747.51607259357,14947.171888623583,385303.1852722259,293548.2459231684
215,17.916666666666668,18,11,2138.836908318774,387442.0221805447,8000,738.9715764168783,183.91529863468057,54619.53331262197,95380.46668737804,158878.88892962883,73498.42224225057,213883.6908318774,63883.69083187741,-63883.69083187741,214236.937136441,427.7673816637548,77488.40443610893,446.3269523675854,81455.76789659463,570.3565088850064,103317.87258147859,14971.85835823142,387442.0221805447,294848.63468278677
216,18,18,12,2142.36937136441,389584.3915519091,8000,738.9715764168783,182.06511104207326,54062.626847247164,95937.37315275284,159617.86050604572,73680.48735329264,214236.937136441,64236.937136441,-64236.937136441,214236.937136441,428.47387427288203,77916.87831038181,446.3269523675854,81902.09484896221,571.2984990305093,103889.17108050908,14996.58559955087,389584.3915519091,296148.28005625564
217,18.083333333333332,19,1,2145.9076685599616,391730.299220469,8000,738.9715764168783,180.20875615749057,53503.86402698777,96496.13597301222,160356.83208246258,73860.69610945013,214590.7668559962,64590.76685599619,-64590.76685599619,218521.6758791698,429.18153371199236,78346.0598440938,455.2534914149371,82357.34834037714,572.2420449493231,104461.4131254584,15021.353679919734,391730.299220469,297456.104243303
218,18.166666666666668,19,2,2149.4518095410026,393879.75103001005,8000,738.9715764168783,178.3462134232926,52943.23866399418,97056.76133600582,161095.80365887948,74039.04232287343,214945.18095410027,64945.18095410027,-64945.18095410027,218521.6758791698,429.89036190820053,78775.95020600202,455.2534914149371,82812.60183179208,573.1871492109341,105034.60027466934,15046.162666787019,393879.75103001005,298763.17634802364
219,18.25,19,3,2153.001803959019,396032.7528339691,8000,738.9715764168783,176.47746221331394,52380.744549790616,97619.25545020938,161834.77523529634,74215.51978508674,215300.18039590193,65300.18039590193,-65300.18039590193,218521.6758791698,430.60036079180384,79206.55056679381,455.2534914149371,83267.85532320701,574.1338143890717,105608.73408905842,15071.012627713135,396032.7528339691,300069.4919959572
220,18.333333333333332,19,4,2156.557661481438,398189.3104954505,8000,738.9715764168783,174.6024818326354,51816.37545520637,98183.62454479362,162573.74681171324,74390.12226691937,215655.76614814383,65655.76614814383,-65655.76614814383,218521.6758791698,431.3115322962876,79637.8620990901,455.2534914149371,83723.10881462196,575.0820430617168,106183.81613212013,15095.903630370067,398189.3104954505,301375.0467949778
221,18.416666666666668,19,5,2160.1193917916535,400349.42988724215,8000,738.9715764168783,172.72125151735457,51250.12513030684,98749.87486969316,163312.7183881301,74562.84351843673,216011.93917916538,66011.93917916538,-66011.93917916538,218521.6758791698,432.02387835833076,80069.88597744843,455.2534914149371,84178.3623060369,576.0318378111076,106759.84796993124,15120.835742541578,400349.42988724215,302679.83633522945
222,18.5,19,6,2163.687004589052,402513.1168918312,8000,738.9715764168783,170.83375043435615,50681.98730432432,99318.01269567569,164051.68996454697,74733.67726887109,216368.7004589052,66368.7004589052,-66368.7004589052,218521.6758791698,432.73740091781036,80502.62337836625,455.2534914149371,84633.61579745183,576.9832012237472,107336.83117115499,15145.809032123363,402513.1168918312,303983.8561890623
223,18.583333333333332,19,7,2167.260509589039,404680.37740142026,8000,738.9715764168783,168.93995768108107,50111.955685588524,99888.04431441147,164790.66154096386,74902.61722655216,216726.05095890388,66726.05095890388,-66726.05095890388,218521.6758791698,433.45210191780774,80936.07548028405,455.2534914149371,85088.86928886677,577.9361358904104,107914.7673070454,15170.82356712327,404680.37740142026,305287.1019109678
224,18.666666666666668,19,8,2170.839916523066,406851.21731794334,8000,738.9715764168783,167.0398522852951,49540.02396145694,100459.97603854307,165529.63311738073,75069.65707883747,217083.99165230663,67083.99165230663,-67083.99165230663,218521.6758791698,434.16798330461324,81370.24346358866,455.2534914149371,85544.1227802817,578.8906444061511,108493.65795145155,15195.879415661464,406851.21731794334,306589.5690375142
