month_number,years,year_number,month_in_year,monthly_rent,cumulative_rent,cumulative_buying_costs,monthly_payment,monthly_interest,cumulative_principal_remaining,cumulative_equity,cumulative_payment,cumulative_interest,house_value,cumulative_appreciation,cumulative_depreceation,house_value_yearly,monthly_utilities,cumulative_utilities,monthly_property_tax,cumulative_property_tax,monthly_maintenance,cumulative_maintenance,cumulative_selling_costs
221,18.416666666666668,19,5,2160.1193917916535,400349.42988724215,8000,1110.721078865162,314.3033030901598,74636.37496586335,125363.62503413665,245469.35842920083,130105.73339506518,2e5,0,-0,2e5,510,112710,833.3333333333334,184166.6666666667,510,112710,1e4
222,18.5,19,6,2163.687004589052,402513.1168918312,8000,1110.721078865162,310.9848956910973,73836.63878268929,126163.36121731071,246580.07950806597,130416.71829075628,2e5,0,-0,2e5,510,113220,833.3333333333334,185e3,510,113220,1e4
223,18.583333333333332,19,7,2167.260509589039,404680.37740142026,8000,1110.721078865162,307.6526615945387,73033.57036541867,126966.42963458133,247690.80058693115,130724.37095235082,2e5,0,-0,2e5,510,113730,833.3333333333334,185833.33333333334,510,113730,1e4
224,18.666666666666668,19,8,2170.839916523066,406851.21731794334,8000,1110.721078865162,304.30654318924445,72227.15582974275,127772.84417025725,248801.52166579632,131028.67749554006,2e5,0,-0,2e5,510,114240,833.3333333333334,186666.6666666667,510,114240,1e4
225,18.75,19,9,2174.4252351386576,409025.64255308197,8000,1110.721078865162,300.94648262392815,71417.38123350152,128582.61876649848,249912.24274466146,131329.623978164,2e5,0,-0,2e5,510,114750,833.3333333333334,187500,510,114750,1e4
226,18.833333333333332,19,10,2178.016475199436,411203.6590282814,8000,1110.721078865162,297.57242180625633,70604.23257644262,129395.76742355738,251022.96382352663,131627.19639997024,2e5,0,-0,2e5,510,115260,833.3333333333334,188333.33333333334,510,115260,1e4
227,18.916666666666668,19,11,2181.6136464851493,413385.27267476654,8000,1110.721078865162,294.18430240184426,69787.69579997931,130212.30420002069,252133.6849023918,131921.3807023721,2e5,0,-0,2e5,510,115770,833.3333333333334,189166.6666666667,510,115770,1e4
228,19,19,12,2185.2167587916983,415570.48943355825,8000,1110.721078865162,290.7820658332471,68967.7567869474,131032.2432130526,253244.40598125695,132212.16276820534,2e5,0,-0,2e5,510,116280,833.3333333333334,19e4,510,116280,1e4
229,19.083333333333332,20,1,2188.8258219311615,417759.31525548943,8000,1110.721078865162,287.3656532789475,68144.40136136119,131855.5986386388,254355.12706012212,132499.52842148428,2e5,0,-0,2e5,510,116790,833.3333333333334,190833.33333333334,510,116790,1e4
230,19.166666666666668,20,2,2192.4408457318227,419951.75610122125,8000,1110.721078865162,283.93500567233826,67317.61528816837,132682.38471183163,255465.8481389873,132783.46342715662,2e5,0,-0,2e5,510,117300,833.3333333333334,191666.6666666667,510,117300,1e4
231,19.25,20,3,2196.0618400381995,422147.8179412594,8000,1110.721078865162,280.4900637007015,66487.38427300392,133512.6157269961,256576.56921785243,133063.95349085733,2e5,0,-0,2e5,510,117810,833.3333333333334,192500,510,117810,1e4
232,19.333333333333332,20,4,2199.688814711067,424347.50675597053,8000,1110.721078865162,277.030767804183,65653.69396194295,134346.30603805705,257687.2902967176,133340.9842586615,2e5,0,-0,2e5,510,118320,833.3333333333334,193333.33333333334,510,118320,1e4
233,19.416666666666668,20,5,2203.321779627487,426550.828535598,8000,1110.721078865162,273.5570581747623,64816.52994125254,135183.47005874745,258798.01137558278,133614.5413168363,2e5,0,-0,2e5,510,118830,833.3333333333334,194166.6666666667,510,118830,1e4
234,19.5,20,6,2206.960744680833,428757.78928027884,8000,1110.721078865162,270.06887475521893,63975.8777371426,136024.1222628574,259908.73245444792,133884.6101915915,2e5,0,-0,2e5,510,119340,833.3333333333334,195e3,510,119340,1e4
235,19.583333333333332,20,7,2210.6057197808195,430968.3950000596,8000,1110.721078865162,266.56615723809415,63131.722815515524,136868.27718448447,261019.4535333131,134151.17634882958,2e5,0,-0,2e5,510,119850,833.3333333333334,195833.33333333334,510,119850,1e4
236,19.666666666666668,20,8,2214.2567148535277,433182.6517149132,8000,1110.721078865162,263.048845064648,62284.050581715004,137715.949418285,262130.17461217826,134414.22519389424,2e5,0,-0,2e5,510,120360,833.3333333333334,196666.6666666667,510,120360,1e4
237,19.75,20,9,2217.913739841431,435400.56545475463,8000,1110.721078865162,259.5168774238125,61432.84638027365,138567.15361972636,263240.8956910434,134673.74207131803,2e5,0,-0,2e5,510,120870,833.3333333333334,197500,510,120870,1e4
238,19.833333333333332,20,10,2221.576804703425,437622.142259458,8000,1110.721078865162,255.97019325114022,60578.095494659625,139421.90450534038,264351.6167699086,134929.71226456919,2e5,0,-0,2e5,510,121380,833.3333333333334,198333.33333333334,510,121380,1e4
239,19.916666666666668,20,11,2225.245919414853,439847.3881788729,8000,1110.721078865162,252.40873122774843,59719.78314702221,140280.21685297778,265462.33784877375,135182.12099579693,2e5,0,-0,2e5,510,121890,833.3333333333334,199166.6666666667,510,121890,1e4
240,20,20,12,2228.921093967532,442076.30927284044,8000,1110.721078865162,248.8324297792592,58857.8944979363,141142.1055020637,266573.0589276389,135430.95342557618,2e5,0,-0,2e5,510,122400,833.3333333333334,2e5,510,122400,1e4
241,20.083333333333332,21,1,2232.6023383697843,444308.9116112102,8000,1110.721078865162,245.24122707473458,57992.41464614587,142007.5853538541,267683.7800065041,135676.19465265094,2e5,0,-0,2e5,510,122910,833.3333333333334,200833.33333333334,510,122910,1e4
242,20.166666666666668,21,2,2236.2896626464594,446545.2012738567,8000,1110.721078865162,241.6350610256078,57123.32862830631,142876.6713716937,268794.5010853692,135917.82971367653,2e5,0,-0,2e5,510,123420,833.3333333333334,201666.6666666667,510,123420,1e4
243,20.25,21,3,2239.9830768389634,448785.18435069564,8000,1110.721078865162,238.01386928460963,56250.62141872576,143749.37858127424,269905.2221642344,136155.84358296116,2e5,0,-0,2e5,510,123930,833.3333333333334,202500,510,123930,1e4
244,20.333333333333332,21,4,2243.6825910052885,451028.8669417009,8000,1110.721078865162,234.37758924469065,55374.27792910529,144625.72207089473,271015.94324309955,136390.22117220584,2e5,0,-0,2e5,510,124440,833.3333333333334,203333.33333333334,510,124440,1e4
245,20.416666666666668,21,5,2247.3882152200367,453276.25515692093,8000,1110.721078865162,230.7261580379387,54494.283008278064,145505.71699172194,272126.6643219647,136620.94733024377,2e5,0,-0,2e5,510,124950,833.3333333333334,204166.6666666667,510,124950,1e4
246,20.5,21,6,2251.0999595744497,455527.3551164954,8000,1110.721078865162,227.05951253449192,53610.62144194739,146389.37855805262,273237.3854008299,136848.00684277827,2e5,0,-0,2e5,510,125460,833.3333333333334,205e3,510,125460,1e4
247,20.583333333333332,21,7,2254.817834176436,457782.1729506718,8000,1110.721078865162,223.37758934144745,52723.277952423676,147276.72204757633,274348.10647969507,137071.38443211972,2e5,0,-0,2e5,510,125970,833.3333333333334,205833.33333333334,510,125970,1e4
248,20.666666666666668,21,8,2258.5418491505984,460040.7147998224,8000,1110.721078865162,219.68032480176532,51832.23719836028,148167.76280163974,275458.8275585602,137291.0647569215,2e5,0,-0,2e5,510,126480,833.3333333333334,206666.6666666667,510,126480,1e4
249,20.75,21,9,2262.27201463826,462302.9868144607,8000,1110.721078865162,215.96765499316783,50937.48377448828,149062.51622551173,276569.54863742535,137507.03241191464,2e5,0,-0,2e5,510,126990,833.3333333333334,207500,510,126990,1e4
250,20.833333333333332,21,10,2266.0083407974935,464568.99515525816,8000,1110.721078865162,212.2395157270345,50039.002211350155,149960.99778864984,277680.2697162905,137719.27192764168,2e5,0,-0,2e5,510,127500,833.3333333333334,208333.33333333334,510,127500,1e4
251,20.916666666666668,21,11,2269.75083780315,466838.74599306134,8000,1110.721078865162,208.4958425472923,49136.776975032284,150863.2230249677,278790.9907951557,137927.76777018898,2e5,0,-0,2e5,510,128010,833.3333333333334,209166.6666666667,510,128010,1e4
252,21,21,12,2273.499515846883,469112.24550890824,8000,1110.721078865162,204.73657072930118,48230.79246689642,151769.2075331036,279901.71187402087,138132.50434091827,2e5,0,-0,2e5,510,128520,833.3333333333334,21e4,510,128520,1e4
253,21.083333333333332,22,1,2277.25438513718,471389.4998940454,8000,1110.721078865162,200.9616352787351,47321.03302330999,152678.96697669002,281012.43295288604,138333.465976197,2e5,0,-0,2e5,510,129030,833.3333333333334,210833.33333333334,510,129030,1e4
254,21.166666666666668,22,2,2281.0154558993886,473670.51534994476,8000,1110.721078865162,197.17097093045828,46407.48291537528,153592.51708462473,282123.15403175115,138530.63694712747,2e5,0,-0,2e5,510,129540,833.3333333333334,211666.6666666667,510,129540,1e4
255,21.25,22,3,2284.782738375743,475955.29808832053,8000,1110.721078865162,193.364512147397,45490.12634865751,154509.8736513425,283233.8751106163,138724.00145927488,2e5,0,-0,2e5,510,130050,833.3333333333334,212500,510,130050,1e4
256,21.333333333333332,22,4,2288.556242825394,478243.85433114594,8000,1110.721078865162,189.5421931194063,44568.947462911754,155431.05253708825,284344.5961894815,138913.54365239426,2e5,0,-0,2e5,510,130560,833.3333333333334,213333.33333333334,510,130560,1e4
257,21.416666666666668,22,5,2292.3359795244373,480536.19031067035,8000,1110.721078865162,185.70394776213232,43643.93033180872,156356.06966819128,285455.31726834667,139099.2476001564,2e5,0,-0,2e5,510,131070,833.3333333333334,214166.6666666667,510,131070,1e4
258,21.5,22,6,2296.121958765939,482832.3122694363,8000,1110.721078865162,181.84970971586966,42715.05896265942,157284.94103734058,286566.03834721184,139281.09730987228,2e5,0,-0,2e5,510,131580,833.3333333333334,215e3,510,131580,1e4
259,21.583333333333332,22,7,2299.914190859965,485132.22646029625,8000,1110.721078865162,177.97941234441427,41782.31729613867,158217.68270386133,287676.75942607695,139459.07672221668,2e5,0,-0,2e5,510,132090,833.3333333333334,215833.33333333334,510,132090,1e4
260,21.666666666666668,22,8,2303.7126861336105,487435.9391464299,8000,1110.721078865162,174.09298873391114,40845.68920600742,159154.3107939926,288787.4805049421,139633.1697109506,2e5,0,-0,2e5,510,132600,833.3333333333334,216666.6666666667,510,132600,1e4
261,21.75,22,9,2307.517454931025,489743.45660136093,8000,1110.721078865162,170.19037169169758,39905.15849883395,160094.84150116605,289898.2015838073,139803.3600826423,2e5,0,-0,2e5,510,133110,833.3333333333334,217500,510,133110,1e4
262,21.833333333333332,22,10,2311.328507613443,492054.7851089743,8000,1110.721078865162,166.27149374514147,38960.70891371393,161039.29108628607,291008.92266267247,139969.63157638744,2e5,0,-0,2e5,510,133620,833.3333333333334,218333.33333333334,510,133620,1e4
263,21.916666666666668,22,11,2315.1458545592127,494369.9309635336,8000,1110.721078865162,162.3362871404747,38012.32412198924,161987.67587801075,292119.64374153764,140131.9678635279,2e5,0,-0,2e5,510,134130,833.3333333333334,219166.6666666667,510,134130,1e4
264,22,22,12,2318.9695061638204,496688.9004696974,8000,1110.721078865162,158.3846838416218,37059.98772696569,162940.0122730343,293230.3648204028,140290.35254736955,2e5,0,-0,2e5,510,134640,833.3333333333334,22e4,510,134640,1e4
265,22.083333333333332,23,1,2322.7994728399235,499011.6999425373,8000,1110.721078865162,154.41661552902372,36103.68326362955,163896.31673637044,294341.0858992679,140444.76916289856,2e5,0,-0,2e5,510,135150,833.3333333333334,220833.33333333334,510,135150,1e4
266,22.166666666666668,23,2,2326.6357650173763,501338.33570755465,8000,1110.721078865162,150.43201359845645,35143.39419836285,164856.60580163717,295451.8069781331,140595.201176497,2e5,0,-0,2e5,510,135660,833.3333333333334,221666.6666666667,510,135660,1e4
267,22.25,23,3,2330.4783931432576,503668.8141006979,8000,1110.721078865162,146.43080915984518,34179.103928657525,165820.89607134246,296562.5280569983,140741.63198565686,2e5,0,-0,2e5,510,136170,833.3333333333334,222500,510,136170,1e4
268,22.333333333333332,23,4,2334.327367681902,506003.1414683798,8000,1110.721078865162,142.412933036073,33210.795782828434,166789.20421717156,297673.24913586344,140884.04491869293,2e5,0,-0,2e5,510,136680,833.3333333333334,223333.33333333334,510,136680,1e4
269,22.416666666666668,23,5,2338.1826991149264,508341.3241674948,8000,1110.721078865162,138.37831576178513,32238.45301972506,167761.54698027493,298783.9702147286,141022.4232344547,2e5,0,-0,2e5,510,137190,833.3333333333334,224166.6666666667,510,137190,1e4
270,22.5,23,6,2342.0443979412576,510683.36856543605,8000,1110.721078865162,134.32688758218774,31262.05882844209,168737.9411715579,299894.6912935938,141156.7501220369,2e5,0,-0,2e5,510,137700,833.3333333333334,225e3,510,137700,1e4
271,22.583333333333332,23,7,2345.9124746771645,513029.2810401132,8000,1110.721078865162,130.25857845184203,30281.59632802877,169718.40367197123,301005.4123724589,141287.00870048875,2e5,0,-0,2e5,510,138210,833.3333333333334,225833.33333333334,510,138210,1e4
272,22.666666666666668,23,8,2349.7869398562825,515379.0679799695,8000,1110.721078865162,126.1733180334532,29297.04856719706,170702.95143280295,302116.1334513241,141413.1820185222,2e5,0,-0,2e5,510,138720,833.3333333333334,226666.6666666667,510,138720,1e4
273,22.75,23,9,2353.667804029645,517732.7357839991,8000,1110.721078865162,122.07103569665442,28308.398524028555,171691.60147597146,303226.85453018924,141535.25305421886,2e5,0,-0,2e5,510,139230,833.3333333333334,227500,510,139230,1e4
274,22.833333333333332,23,10,2357.555077765712,520090.2908617648,8000,1110.721078865162,117.95166051678564,27315.62910568018,172684.3708943198,304337.5756090544,141653.20471473565,2e5,0,-0,2e5,510,139740,833.3333333333334,228333.33333333334,510,139740,1e4
275,22.916666666666668,23,11,2361.448771650397,522451.73963341524,8000,1110.721078865162,113.8151212736674,26318.723148088684,173681.27685191133,305448.2966879196,141767.0198360093,2e5,0,-0,2e5,510,140250,833.3333333333334,229166.6666666667,510,140250,1e4
276,23,23,12,2365.3488962870974,524817.0885297023,8000,1110.721078865162,109.66134645036952,25317.66341567389,174682.3365843261,306559.01776678476,141876.68118245967,2e5,0,-0,2e5,510,140760,833.3333333333334,23e4,510,140760,1e4
277,23.083333333333332,24,1,2369.2554622967223,527186.343991999,8000,1110.721078865162,105.49026423197455,24312.432601040706,175687.5673989593,307669.7388456499,141982.17144669165,2e5,0,-0,2e5,510,141270,833.3333333333334,230833.33333333334,510,141270,1e4
278,23.166666666666668,24,2,2373.168480317724,529559.5124723167,8000,1110.721078865162,101.30180250433628,23303.01332467988,176696.98667532013,308780.45992451505,142083.473249196,2e5,0,-0,2e5,510,141780,833.3333333333334,231666.6666666667,510,141780,1e4
279,23.25,24,3,2377.087961006123,531936.6004333228,8000,1110.721078865162,97.09588885283283,22289.38813466755,177710.61186533244,309891.1810033802,142180.56913804883,2e5,0,-0,2e5,510,142290,833.3333333333334,232500,510,142290,1e4
280,23.333333333333332,24,4,2381.0139150355403,534317.6143483585,8000,1110.721078865162,92.8724505611148,21271.539506363504,178728.4604936365,311001.9020822454,142273.44158860995,2e5,0,-0,2e5,510,142800,833.3333333333334,233333.33333333334,510,142800,1e4
281,23.416666666666668,24,5,2384.946353097225,536702.5607014557,8000,1110.721078865162,88.63141460984794,20249.44984210819,179750.55015789182,312112.62316111056,142362.0730032198,2e5,0,-0,2e5,510,143310,833.3333333333334,234166.6666666667,510,143310,1e4
282,23.5,24,6,2388.885285900083,539091.4459873558,8000,1110.721078865162,84.3727076754508,19223.101470918482,180776.89852908152,313223.34423997573,142446.44571089523,2e5,0,-0,2e5,510,143820,833.3333333333334,235e3,510,143820,1e4
283,23.583333333333332,24,7,2392.8307241707075,541484.2767115264,8000,1110.721078865162,80.09625612882701,18192.476648182146,181807.52335181786,314334.06531884085,142526.54196702407,2e5,0,-0,2e5,510,144330,833.3333333333334,235833.33333333334,510,144330,1e4
284,23.666666666666668,24,8,2396.7826786534083,543881.0593901798,8000,1110.721078865162,75.80198603409228,17157.55755535108,182842.4424446489,315444.786397706,142602.34395305815,2e5,0,-0,2e5,510,144840,833.3333333333334,236666.6666666667,510,144840,1e4
285,23.75,24,9,2400.741160110238,546281.8005502902,8000,1110.721078865162,71.48982314729616,16118.32629963321,183881.67370036678,316555.5074765712,142673.83377620546,2e5,0,-0,2e5,510,145350,833.3333333333334,237500,510,145350,1e4
286,23.833333333333332,24,10,2404.7061793210264,548686.5067296111,8000,1110.721078865162,67.15969291513838,15074.764913683186,184925.23508631682,317666.22855543636,142740.99346912059,2e5,0,-0,2e5,510,145860,833.3333333333334,238333.33333333334,510,145860,1e4
287,23.916666666666668,24,11,2408.677747083405,551095.1844766946,8000,1110.721078865162,62.81152047367994,14026.855355291704,185973.14464470829,318776.94963430153,142803.80498959427,2e5,0,-0,2e5,510,146370,833.3333333333334,239166.6666666667,510,146370,1e4
288,24,24,12,2412.655874212839,553507.8403509074,8000,1110.721078865162,58.44523064704877,12974.57950707359,187025.4204929264,319887.6707131667,142862.25022024132,2e5,0,-0,2e5,510,146880,833.3333333333334,24e4,510,146880,1e4
289,24.083333333333332,25,1,2416.6405715426567,555924.48092245,8000,1110.721078865162,54.060747946139955,11917.919176154566,188082.08082384543,320998.3917920318,142916.31096818746,2e5,0,-0,2e5,510,147390,833.3333333333334,240833.33333333334,510,147390,1e4
290,24.166666666666668,25,2,2420.631849924079,558345.1127723741,8000,1110.721078865162,49.65799656731069,10856.856093856713,189143.1439061433,322109.112870897,142965.96896475478,2e5,0,-0,2e5,510,147900,833.3333333333334,241666.6666666667,510,147900,1e4
291,24.25,25,3,2424.6297202262454,560769.7424926003,8000,1110.721078865162,45.23690039106964,9791.37191538262,190208.62808461738,323219.83394976216,143011.20586514584,2e5,0,-0,2e5,510,148410,833.3333333333334,242500,510,148410,1e4
292,24.333333333333332,25,4,2428.634193336251,563198.3766859366,8000,1110.721078865162,40.797382980760915,8721.44821949822,191278.5517805018,324330.55502862734,143052.0032481266,2e5,0,-0,2e5,510,148920,833.3333333333334,243333.33333333334,510,148920,1e4
293,24.416666666666668,25,5,2432.6452801591695,565631.0219660958,8000,1110.721078865162,36.33936758124258,7647.0665082143,192352.9334917857,325441.2761074925,143088.34261570784,2e5,0,-0,2e5,510,149430,833.3333333333334,244166.6666666667,510,149430,1e4
294,24.5,25,6,2436.6629916180846,568067.6849577138,8000,1110.721078865162,31.86277711755958,6568.208206466697,193431.7917935333,326551.9971863577,143120.2053928254,2e5,0,-0,2e5,510,149940,833.3333333333334,245e3,510,149940,1e4
295,24.583333333333332,25,7,2440.687338654122,570508.372296368,8000,1110.721078865162,27.367534193611238,5484.854661795147,194515.14533820486,327662.7182652228,143147.572927019,2e5,0,-0,2e5,510,150450,833.3333333333334,245833.33333333334,510,150450,1e4
296,24.666666666666668,25,8,2444.7183322264764,572953.0906285944,8000,1110.721078865162,22.853561090813113,4396.987144020798,195603.0128559792,328773.43934408796,143170.42648810984,2e5,0,-0,2e5,510,150960,833.3333333333334,246666.6666666667,510,150960,1e4
297,24.75,25,9,2448.755983312443,575401.8466119069,8000,1110.721078865162,18.320779766753326,3304.58684492239,196695.4131550776,329884.16042295314,143188.74726787658,2e5,0,-0,2e5,510,151470,833.3333333333334,247500,510,151470,1e4
298,24.833333333333332,25,10,2452.800302907447,577854.6469148144,8000,1110.721078865162,13.769111853843292,2207.6348779110713,197792.36512208893,330994.8815018183,143202.51637973043,2e5,0,-0,2e5,510,151980,833.3333333333334,248333.33333333334,510,151980,1e4
299,24.916666666666668,25,11,2456.8513020250734,580311.4982168394,8000,1110.721078865162,9.198478657962797,1106.112277703872,198893.88772229612,332105.6025806835,143211.71485838838,2e5,0,-0,2e5,510,152490,833.3333333333334,249166.6666666667,510,152490,1e4
300,25,25,12,2460.908991697096,582772.4072085365,8000,1110.721078865162,4.6088011570994665,-4.19072421209421e-9,200000.0000000042,333216.32365954865,143216.32365954548,2e5,0,-0,2e5,510,153e3,833.3333333333334,25e4,510,153e3,1e4
